qseqid,strain,contig,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,position
group6118,3241-43,3241-43_03046,unitig_2,99.16,711,6,0,1,711,114158,114868,0,1280,7221
group8303,3283-88,3283-88_00179,unitig_2,98.59,213,3,0,1,213,114656,114868,3.00E-105,377,7222
group3729,3213-10,3213-10_01829,unitig_2,91.38,1044,90,0,1,1044,115020,116063,0,1430,7223
group3730,3211-8,3211-8_03527,unitig_2,90.53,771,73,0,1,771,116878,116108,0,1020,7224
group7919,3248-50,3248-50_03287,unitig_2,98.91,274,3,0,1,274,116878,116605,5.00E-139,490,7225
group3731,3214-11,3214-11_03424,unitig_2,93.65,882,56,0,1,882,117781,116900,0,1319,7226
group3732,3210-7,3210-7_01403,unitig_2,90.26,390,38,0,2,391,118265,117876,5.00E-145,510,7227
group3733,3213-10,3213-10_01833,unitig_2,93.95,3225,195,0,1,3225,118474,121698,0,4876,7228
group3734,3208-5,3208-5_03350,unitig_2,95.55,3282,146,0,1,3282,121699,124980,0,5252,7229
group3735,3209-6,3209-6_01359,unitig_2,94.12,2211,130,0,1,2211,124977,127187,0,3363,7230
group6119,3242-44,3242-44_03273,unitig_2,98.65,1629,22,0,1,1629,128836,127208,0,2887,7231
group6120,3240-42,3240-42_02519,unitig_2,99.58,1191,5,0,1,1191,130054,128864,0,2172,7232
group6121,3244-46,3244-46_06170,unitig_2,98.93,468,5,0,1,468,130208,130675,0,837,7233
group3736,3209-6,3209-6_01358,unitig_2,92.54,764,53,4,1,762,131446,130685,0,1092,7234
group18347,3247-49,3247-49_06752,unitig_2,98.17,327,6,0,499,825,131769,131443,5.00E-163,571,7235
group3737,3210-7,3210-7_01398,unitig_2,92.41,1041,79,0,1,1041,132483,131443,0,1485,7236
group3738,3209-6,3209-6_01356,unitig_2,95.22,1026,49,0,1,1026,133505,132480,0,1624,7237
group6122,3212-9,3212-9_02428,unitig_2,94.52,639,35,0,1,639,134300,133662,0,987,7238
group6123,3213-10,3213-10_01840,unitig_2,93.95,612,37,0,1,612,134911,134300,0,926,7239
group18606,3296-101,3296-101_02937,unitig_2,97.49,199,4,1,1,198,134991,135189,1.00E-93,339,7240
group11129,3309-114,3309-114_00648,unitig_2,92.61,176,8,4,1,171,135156,134981,2.00E-66,248,7241
group3739,3214-11,3214-11_07332,unitig_2,97.52,282,7,0,1,282,135440,135159,8.00E-137,483,7242
group3740,3212-9,3212-9_02425,unitig_2,95.81,453,19,0,1,453,135971,135519,0,732,7243
group3741,3212-9,3212-9_02424,unitig_2,96.27,6300,235,0,1,6300,136196,142495,0,10330,7244
group3742,3213-10,3213-10_01844,unitig_2,95.05,1677,83,0,1,1677,142506,144182,0,2638,7245
group11128,3286-91,3286-91_01262,unitig_2,96.99,133,3,1,1,132,144534,144402,8.00E-59,222,7246
group3743,3214-11,3214-11_05240,unitig_2,98.37,306,5,0,1,306,144534,144229,2.00E-153,538,7247
group3744,3212-9,3212-9_02421,unitig_2,98.23,282,5,0,1,282,144815,144534,4.00E-140,494,7248
group3745,3213-10,3213-10_01847,unitig_2,94.89,1761,90,0,1,1761,145025,146785,0,2754,7249
group3746,3214-11,3214-11_05243,unitig_2,93.52,1867,109,5,3,1869,146814,148668,0,2767,7250
group3747,3207-4,3207-4_05504,unitig_2,88.84,215,23,1,11,225,148808,149021,9.00E-71,263,7251
group5329,3211-8,3211-8_03504,unitig_2,89.39,245,26,0,1,245,150030,150274,1.00E-84,309,7252
group5330,3214-11,3214-11_05249,unitig_2,92.21,231,18,0,1,231,150558,150788,3.00E-90,327,7253
group5332,3208-5,3208-5_03372,unitig_2,91.03,1104,95,4,1,1102,152497,151396,0,1487,7254
group5333,3210-7,3210-7_01378,unitig_2,93.01,1073,71,3,1,1071,153743,152673,0,1563,7255
group5334,3208-5,3208-5_03374,unitig_2,91.91,828,67,0,1,828,153926,154753,0,1158,7256
group5335,3214-11,3214-11_05254,unitig_2,93.05,1539,104,1,1,1536,154843,156381,0,2246,7257
group5336,3213-10,3213-10_01860,unitig_2,91.84,1128,92,0,1,1128,156478,157605,0,1574,7258
group5337,3213-10,3213-10_01861,unitig_2,92.67,505,37,0,1,505,157692,158196,0,728,7259
group5338,3210-7,3210-7_01373,unitig_2,97.53,729,18,0,1,729,158950,158222,0,1247,7260
group5339,3212-9,3212-9_02404,unitig_2,95.62,959,42,0,1,959,159070,160028,0,1539,7261
group5340,3207-4,3207-4_05519,unitig_2,93.91,1527,90,2,1,1527,161502,159979,0,2302,7262
group3997,3210-7,3210-7_01370,unitig_2,94.78,1245,65,0,1,1245,161618,162862,0,1940,7263
group3996,3209-6,3209-6_01328,unitig_2,95.33,450,21,0,1,450,163334,162885,0,715,7264
group3995,3209-6,3209-6_01311,unitig_2,94.23,918,53,0,1,918,164442,163525,0,1402,7265
group6124,3242-44,3242-44_03306,unitig_2,100,717,0,0,1,717,165420,164704,0,1325,7266
group3994,3212-9,3212-9_02399,unitig_2,95.78,924,39,0,1,924,167670,166747,0,1491,7267
group3993,3213-10,3213-10_01885,unitig_2,96.49,1026,36,0,1,1026,167772,168797,0,1696,7268
group3992,3229-30,3229-30_05184,unitig_2,96.58,1551,53,0,1,1551,168898,170448,0,2571,7269
group3991,3232-34,3232-34_03710,unitig_2,95.79,807,34,0,1,807,170445,171251,0,1303,7270
group3990,3216-13,3216-13_03176,unitig_2,93.66,852,54,0,1,852,171248,172099,0,1275,7271
group3989,3211-8,3211-8_03484,unitig_2,97.27,768,21,0,1,768,172096,172863,0,1303,7272
group3988,3232-34,3232-34_03713,unitig_2,96.55,1506,52,0,1,1506,172860,174365,0,2494,7273
group3987,3240-42,3240-42_02560,unitig_2,100,34,0,0,1,34,174480,174513,4.00E-10,63.9,7274
group3986,3229-30,3229-30_05190,unitig_2,97.51,1004,25,0,1,1004,175471,176474,0,1716,7275
group14101,3234-36,3234-36_07314,unitig_2,99.68,309,1,0,1,309,176167,176475,8.00E-162,566,7276
group15088,3227-25,3227-25_07457,unitig_2,97.38,229,6,0,1,229,176482,176710,4.00E-109,390,7277
group3985,3239-41,3239-41_03087,unitig_2,99.49,786,4,0,1,786,176515,177300,0,1430,7278
group3984,3210-7,3210-7_01357,unitig_2,97.63,634,15,0,3,636,177337,177970,0,1088,7279
group3983,3229-30,3229-30_05193,unitig_2,96.86,636,20,0,1,636,177967,178602,0,1064,7280
group3982,3211-8,3211-8_03477,unitig_2,95.75,942,40,0,1,942,178625,179566,0,1519,7281
group13818,3215-12,3215-12_04448,unitig_2,95.63,183,7,1,1,183,179255,179436,9.00E-80,292,7282
group18444,3381-156,3381-156_07805,unitig_2,80.31,193,34,2,1,191,179960,179770,1.00E-34,143,7283
group3981,3214-11,3214-11_05285,unitig_2,99.51,204,1,0,1,204,179960,179757,1.00E-103,372,7284
group3980,3215-12,3215-12_04436,unitig_2,88.85,547,59,2,1,546,180618,180073,0,671,7285
group6125,3211-8,3211-8_03465,unitig_2,90.84,1114,99,3,1,1113,180964,182075,0,1489,7286
group7798,3211-8,3211-8_03464,unitig_2,95.4,609,28,0,1,609,182926,182318,0,970,7287
group12852,3208-5,3208-5_03416,unitig_2,95.41,2878,129,1,1,2878,185975,183101,0,4580,7288
group11832,3209-6,3209-6_01293,unitig_2,95.63,846,37,0,1,846,186296,187141,0,1358,7289
group6210,3245-47,3245-47_03363,unitig_2,75.93,108,26,0,1351,1458,187511,187404,1.00E-07,56.5,7290
group4606,3210-7,3210-7_01338,unitig_2,96.14,855,33,0,1,855,188779,187925,0,1397,7291
group4607,3214-11,3214-11_05293,unitig_2,93.91,936,57,0,1,936,189711,188776,0,1413,7292
group4608,3215-12,3215-12_04429,unitig_2,90.17,1099,106,2,1,1098,190813,189716,0,1430,7293
group4609,3208-5,3208-5_03422,unitig_2,88.8,1589,174,3,1,1587,192406,190820,0,1945,7294
group4610,3207-4,3207-4_05545,unitig_2,88.69,955,103,3,1,951,193501,192548,0,1160,7295
group4611,3213-10,3213-10_01908,unitig_2,93.7,873,55,0,1,873,194452,193580,0,1308,7296
group4612,3211-8,3211-8_03454,unitig_2,94.71,831,44,0,1,831,195279,194449,0,1291,7297
group4613,3210-7,3210-7_01331,unitig_2,96.72,702,23,0,16,717,196002,195301,0,1170,7298
group4614,3213-10,3213-10_01911,unitig_2,96.28,1938,72,0,1,1938,196336,198273,0,3181,7299
group4615,3208-5,3208-5_03428,unitig_2,96.56,987,34,0,1,987,198397,199383,0,1635,7300
group4616,3209-6,3209-6_01281,unitig_2,94.74,1121,59,0,2,1122,199394,200514,0,1744,7301
group4617,3212-9,3212-9_02359,unitig_2,95.12,1722,84,0,1,1722,200522,202243,0,2715,7302
group2068,3210-7,3210-7_01564,unitig_2,89.17,120,13,0,499,618,201035,201154,3.00E-36,150,7303
group4618,3207-4,3207-4_05553,unitig_2,94.39,1212,68,0,1,1212,202240,203451,0,1862,7304
group4619,3212-9,3212-9_02357,unitig_2,92.09,1188,94,0,1,1188,203464,204651,0,1674,7305
group4620,3207-4,3207-4_05555,unitig_2,95.6,91,3,1,414,503,204855,204765,9.00E-35,145,7306
group17467,3352-145B,3352-145B_00595,unitig_2,94.34,159,9,0,1,159,204924,204766,2.00E-65,244,7307
group4621,3208-5,3208-5_03434,unitig_2,96.25,666,25,0,1,666,206042,205377,0,1092,7308
group6127,3243-45,3243-45_03628,unitig_2,100,32,0,0,164,195,206060,206029,1.00E-09,60.2,7309
group4622,3213-10,3213-10_01919,unitig_2,95.6,318,14,0,1,318,206847,206530,5.00E-145,510,7310
group16783,3384-157C,3384-157C_00170,unitig_2,99.09,331,2,1,1,330,207739,207409,4.00E-170,593,7311
group4623,3213-10,3213-10_01920,unitig_2,92.35,693,53,0,1,693,207739,207047,0,987,7312
group4624,3209-6,3209-6_01273,unitig_2,97.35,378,10,0,1,378,208118,207741,0,643,7313
group4625,3207-4,3207-4_05560,unitig_2,92.38,630,48,0,13,642,208751,208122,0,898,7314
group4626,3214-11,3214-11_05312,unitig_2,86.39,3638,491,4,1,3636,212395,208760,0,3973,7315
group12710,3337-135B,3337-135B_01278,unitig_2,88.14,194,22,1,9,201,214786,214593,8.00E-61,230,7316
group4061,3209-6,3209-6_03167,unitig_2,92.71,1633,117,2,1,1632,216421,214790,0,2355,7317
group14666,3393-164C,3393-164C_00586,unitig_2,98.09,157,3,0,3,159,216846,217002,3.00E-74,274,7318
group15362,3336-135A,3336-135A_06202,unitig_2,94.3,228,13,0,1,228,218009,217782,7.00E-97,350,7319
group3493,3215-12,3215-12_01163,unitig_2,95.45,988,45,0,1,988,218214,219201,0,1576,7320
group5443,3210-7,3210-7_07229,unitig_2,79.43,1225,238,13,1,1218,222424,223641,0,854,7321
group5440,3215-12,3215-12_04704,unitig_2,76.06,869,198,9,1,864,225190,226053,1.00E-124,444,7322
group5438,3211-8,3211-8_03345,unitig_2,79.91,1533,278,27,1,1518,227163,228680,0,1098,7323
group5437,3207-4,3207-4_05055,unitig_2,83.6,860,138,3,16,873,228940,229798,0,804,7324
group1752,3213-10,3213-10_02047,unitig_2,86.38,213,29,0,1,213,230353,230141,6.00E-62,233,7325
group12092,3322-126A,3322-126A_01980,unitig_2,82.91,234,36,4,1,232,230591,230822,5.00E-54,207,7326
group5325,3212-9,3212-9_02348,unitig_2,93.2,1279,85,2,37,1314,230627,231904,0,1879,7327
group5324,3211-8,3211-8_03437,unitig_2,97.15,1194,34,0,1,1194,232177,233370,0,2017,7328
group5323,3210-7,3210-7_01314,unitig_2,94.71,1002,53,0,1,1002,233374,234375,0,1557,7329
group10652,3212-9,3212-9_07523,unitig_2,89.5,1305,137,0,1,1305,234530,235834,0,1652,7330
group5322,3215-12,3215-12_04406,unitig_2,88.07,939,112,0,1,939,234530,235468,0,1114,7331
group9134,3243-45,3243-45_06905,unitig_2,73.37,383,78,20,1,371,234530,234900,3.00E-27,121,7332
group15820,3343-138B,3343-138B_06276,unitig_2,88.89,675,73,2,1,674,235130,235803,0,830,7333
group15838,3349-144A,3349-144A_06101,unitig_2,87.95,672,81,0,1,672,235163,235834,0,793,7334
group13498,3222-19,3222-19_07408,unitig_2,91.2,125,11,0,254,378,235842,235718,9.00E-43,171,7335
group5321,3215-12,3215-12_04795,unitig_2,92.66,885,65,0,1,885,235948,236832,0,1275,7336
group5320,3207-4,3207-4_05568,unitig_2,95.15,660,32,0,1,660,236858,237517,0,1042,7337
group5319,3209-6,3209-6_01263,unitig_2,96.09,1329,52,0,1,1329,237573,238901,0,2167,7338
group5318,3209-6,3209-6_01262,unitig_2,93.93,939,57,0,1,939,238901,239839,0,1419,7339
group5317,3209-6,3209-6_01261,unitig_2,96.08,816,32,0,1,816,239839,240654,0,1330,7340
group5316,3207-4,3207-4_05572,unitig_2,89.23,891,96,0,1,891,240724,241614,0,1114,7341
group4731,3209-6,3209-6_01252,unitig_2,93.5,846,55,0,1,846,242528,241683,0,1258,7342
group4730,3210-7,3210-7_01298,unitig_2,94.95,852,43,0,1,852,243385,242534,0,1336,7343
group4729,3209-6,3209-6_01250,unitig_2,95.03,1248,62,0,1,1248,244808,243561,0,1962,7344
group4728,3213-10,3213-10_01945,unitig_2,93.24,1035,70,0,1,1035,245381,246415,0,1524,7345
group4727,3210-7,3210-7_01295,unitig_2,91.45,936,76,3,1,934,247369,246436,0,1282,7346
group4726,3210-7,3210-7_01294,unitig_2,93.12,1149,79,0,1,1149,248514,247366,0,1685,7347
group4725,3214-11,3214-11_06943,unitig_2,94.02,819,49,0,1,819,248800,249618,0,1242,7348
group4724,3211-8,3211-8_03414,unitig_2,95.77,732,31,0,1,732,250442,249711,0,1181,7349
group4723,3208-5,3208-5_03466,unitig_2,94.76,801,42,0,1,801,250718,251518,0,1247,7350
group4722,3210-7,3210-7_01290,unitig_2,91.72,942,78,0,1,942,251522,252463,0,1308,7351
group10057,3240-42,3240-42_02629,unitig_2,100,153,0,0,1,153,252540,252388,4.00E-77,283,7352
group4721,3210-7,3210-7_01289,unitig_2,95.81,1146,48,0,1,1146,252802,253947,0,1851,7353
group4485,3215-12,3215-12_01474,unitig_2,77.52,218,42,7,391,605,253196,253409,2.00E-28,124,7354
group4720,3210-7,3210-7_01288,unitig_2,96.47,1077,38,0,1,1077,254083,255159,0,1779,7355
group4719,3214-11,3214-11_02020,unitig_2,91.25,846,74,0,1,846,255159,256004,0,1153,7356
group4718,3209-6,3209-6_01239,unitig_2,93.95,810,49,0,1,810,256001,256810,0,1225,7357
group4717,3215-12,3215-12_04768,unitig_2,92.59,702,52,0,1,702,256816,257517,0,1009,7358
group4716,3215-12,3215-12_04767,unitig_2,93.27,981,63,1,1,978,257499,258479,0,1443,7359
group3153,3209-6,3209-6_01229,unitig_2,91.67,396,33,0,1,396,258914,258519,1.00E-156,549,7360
group17338,3376-154B,3376-154B_06038,unitig_2,97.69,476,11,0,1,476,259649,259174,0,819,7361
group17339,3376-154B,3376-154B_06039,unitig_2,100,36,0,0,259,294,259696,259661,1.00E-11,67.6,7362
group3154,3215-12,3215-12_04758,unitig_2,94.66,1067,55,2,1,1066,260159,259094,0,1653,7363
group7340,3256-58,3256-58_06783,unitig_2,83,100,13,3,154,251,261396,261299,4.00E-17,87.9,7364
group3155,3209-6,3209-6_01227,unitig_2,95.22,1380,66,0,1,1380,261552,260173,0,2183,7365
group3156,3212-9,3212-9_02305,unitig_2,93.92,1497,91,0,1,1497,263091,261595,0,2261,7366
group3157,3212-9,3212-9_02304,unitig_2,95.18,498,24,0,1,498,263709,263212,0,787,7367
group3158,3215-12,3215-12_04754,unitig_2,94.74,1425,75,0,4,1428,263772,265196,0,2217,7368
group3159,3211-8,3211-8_03392,unitig_2,96.31,786,29,0,1,786,265319,266104,0,1291,7369
group6147,3249-51,3249-51_04638,unitig_2,78.38,222,38,8,422,636,265733,265951,7.00E-32,135,7370
group3160,3213-10,3213-10_01972,unitig_2,94.58,849,46,0,1,849,266161,267009,0,1314,7371
group3161,3215-12,3215-12_04751,unitig_2,97.12,660,19,0,1,660,267189,267848,0,1114,7372
group3162,3214-11,3214-11_02040,unitig_2,95.76,660,28,0,1,660,267853,268512,0,1064,7373
group3163,3215-12,3215-12_04749,unitig_2,93.85,780,48,0,1,780,268515,269294,0,1175,7374
group3164,3208-5,3208-5_03492,unitig_2,94.12,1003,57,2,1,1002,269299,270300,0,1524,7375
group3165,3213-10,3213-10_01977,unitig_2,94.97,994,48,2,1,993,270297,271289,0,1557,7376
group3166,3207-4,3207-4_05616,unitig_2,93.82,1182,73,0,1,1182,271322,272503,0,1779,7377
group3167,3207-4,3207-4_05617,unitig_2,94.35,1008,57,0,1,1008,272511,273518,0,1546,7378
group12385,3347-141B,3347-141B_02530,unitig_2,93.69,792,50,0,1,792,275385,274594,0,1186,7379
group3168,3213-10,3213-10_01980,unitig_2,94.17,1818,106,0,1,1818,275385,273568,0,2771,7380
group6128,3242-44,3242-44_03406,unitig_2,99.76,414,1,0,1,414,275869,276282,0,760,7381
group3170,3209-6,3209-6_01212,unitig_2,86.86,411,54,0,1,411,276738,276328,5.00E-130,460,7382
group3171,3209-6,3209-6_01211,unitig_2,92.52,1083,75,2,1,1080,277912,276833,0,1546,7383
group3172,3208-5,3208-5_03500,unitig_2,93.4,864,57,0,1,864,278772,277909,0,1280,7384
group3173,3211-8,3211-8_03378,unitig_2,94.41,376,19,2,1,375,279332,278958,5.00E-165,577,7385
group3174,3211-8,3211-8_03377,unitig_2,95.51,1047,47,0,1,1047,280390,279344,0,1674,7386
group18314,3247-49,3247-49_03715,unitig_2,99.56,2510,3,3,1,2502,281853,279344,0,4567,7387
group3175,3210-7,3210-7_01254,unitig_2,95.07,1461,72,0,1,1461,281853,280393,0,2300,7388
group14413,3273-78,3273-78_01197,unitig_2,94.85,194,9,1,1,194,283158,282966,2.00E-82,302,7389
group3176,3208-5,3208-5_03504,unitig_2,95.9,1293,53,0,1,1293,283158,281866,0,2095,7390
group16920,3378-155A,3378-155A_06153,unitig_2,92.68,123,9,0,1,123,283606,283484,2.00E-45,178,7391
group3177,3210-7,3210-7_01252,unitig_2,81.94,155,28,0,267,421,283859,283705,1.00E-30,132,7392
group3178,3213-10,3213-10_01990,unitig_2,85.98,642,90,0,1,642,284526,285167,0,688,7393
group3179,3207-4,3207-4_05629,unitig_2,89.3,2186,228,4,1,2184,285381,287562,0,2736,7394
group8224,3346-141A,3346-141A_01470,unitig_2,100,936,0,0,1,936,285381,286316,0,1729,7395
group6961,3274-79,3274-79_04136,unitig_2,91.07,1680,144,4,3,1680,285881,287556,0,2266,7396
group3180,3207-4,3207-4_05630,unitig_2,91.83,1811,142,4,1,1809,287762,289568,0,2519,7397
group18560,3388-161,3388-161_01341,unitig_2,98.96,288,3,0,1,288,287784,288071,1.00E-146,516,7398
group6129,3245-47,3245-47_03545,unitig_2,100,567,0,0,1,567,290184,289618,0,1048,7399
group3181,3209-6,3209-6_01199,unitig_2,95.36,840,39,0,1,840,290285,291124,0,1336,7400
group3182,3209-6,3209-6_01198,unitig_2,94.41,662,37,0,1,662,291242,291903,0,1018,7401
group3183,3208-5,3208-5_03513,unitig_2,96.97,660,20,0,1,660,291911,292570,0,1109,7402
group3184,3211-8,3211-8_03365,unitig_2,95.85,771,32,0,1,771,292583,293353,0,1247,7403
group6130,3243-45,3243-45_03543,unitig_2,94.64,429,23,0,1,429,293818,293390,0,665,7404
group4248,3244-46,3244-46_01821,unitig_2,99.63,267,1,0,1,267,294081,293815,2.00E-138,488,7405
group13000,3210-7,3210-7_01241,unitig_2,88.89,108,9,2,1,107,294284,294179,1.00E-30,130,7406
group3185,3214-11,3214-11_02066,unitig_2,93.44,762,42,4,1,762,294338,295091,0,1123,7407
group3186,3209-6,3209-6_01193,unitig_2,94.02,786,47,0,1,786,295085,295870,0,1192,7408
group3187,3215-12,3215-12_04721,unitig_2,95.24,672,32,0,1,672,295952,296623,0,1064,7409
group3188,3208-5,3208-5_03519,unitig_2,93.79,660,41,0,1,660,296620,297279,0,992,7410
group3189,3207-4,3207-4_05642,unitig_2,94.07,725,43,0,1,725,297257,297981,0,1101,7411
group7832,3234-36,3234-36_07252,unitig_2,85.33,225,33,0,1,225,298498,298274,7.00E-62,233,7412
group7831,3278-83,3278-83_07289,unitig_2,98.58,702,10,0,1,702,298975,298274,0,1242,7413
group7719,3347-141B,3347-141B_06376,unitig_2,99.21,885,6,1,1,885,299569,298686,0,1594,7414
group6131,3246-48,3246-48_01461,unitig_2,99.44,888,5,0,1,888,300776,299889,0,1613,7415
group6132,3246-48,3246-48_01462,unitig_2,99.05,210,2,0,1,210,300982,300773,3.00E-105,377,7416
group15208,3367-151B,3367-151B_06936,unitig_2,99.44,177,1,0,1,177,301806,301982,1.00E-88,322,7417
group6133,3245-47,3245-47_03531,unitig_2,98.7,2073,27,0,1,2073,303061,300989,0,3679,7418
group6134,3246-48,3246-48_01464,unitig_2,99.79,477,1,0,1,477,303534,303058,0,876,7419
group5056,3212-9,3212-9_03586,unitig_2,92.85,1049,75,0,2,1050,304830,303782,0,1522,7420
group16406,3358-147C,3358-147C_00333,unitig_2,97.97,295,6,0,1,295,304909,304615,1.00E-145,512,7421
group19358,3342-138A,3342-138A_06217,unitig_2,88.56,201,20,3,1,199,304909,304710,4.00E-64,241,7422
group19785,3373-153C,3373-153C_01119,unitig_2,100,426,0,0,1,426,305432,305007,0,787,7423
group5057,3213-10,3213-10_06488,unitig_2,91.68,1058,88,0,1,1058,306065,305008,0,1467,7424
group5065,3213-10,3213-10_01563,unitig_2,95.2,1230,59,0,1,1230,307495,306266,0,1945,7425
group3854,3212-9,3212-9_01693,unitig_2,95.78,1542,65,0,1,1542,307584,309125,0,2488,7426
group3853,3207-4,3207-4_04954,unitig_2,94.33,1058,60,0,1,1058,310274,309217,0,1622,7427
group17986,3377-154C,3377-154C_00931,unitig_2,98,100,2,0,3,102,310418,310517,2.00E-44,174,7428
group17496,3353-145C,3353-145C_02610,unitig_2,97.55,408,9,1,1,408,310520,310926,0,697,7429
group3852,3213-10,3213-10_01566,unitig_2,95.73,984,42,0,1,984,310520,311503,0,1585,7430
group3851,3210-7,3210-7_01707,unitig_2,94.32,1515,86,0,1,1515,311630,313144,0,2322,7431
group3850,3210-7,3210-7_01706,unitig_2,94.36,1029,58,0,1,1029,313137,314165,0,1580,7432
group3849,3213-10,3213-10_01569,unitig_2,96.25,987,37,0,1,987,314165,315151,0,1618,7433
group3848,3211-8,3211-8_03241,unitig_2,94.11,849,50,0,1,849,315163,316011,0,1291,7434
group19754,3274-79,3274-79_07150,unitig_2,83.24,1068,173,5,1,1065,316359,317423,0,976,7435
group3846,3211-8,3211-8_03239,unitig_2,93.35,1745,113,1,1,1745,319287,317546,0,2577,7436
group3845,3212-9,3212-9_01684,unitig_2,95.82,1530,64,0,1,1530,320860,319331,0,2471,7437
group3844,3213-10,3213-10_01574,unitig_2,97.98,843,17,0,1,843,321740,320898,0,1463,7438
group3843,3214-11,3214-11_00163,unitig_2,97.15,948,27,0,1,948,322838,321891,0,1602,7439
group3842,3215-12,3215-12_01450,unitig_2,96.68,1053,35,0,1,1053,324002,322950,0,1751,7440
group3841,3208-5,3208-5_04155,unitig_2,96.12,1545,60,0,1,1545,325569,324025,0,2521,7441
group3840,3210-7,3210-7_01696,unitig_2,96.8,657,21,0,1,657,326222,325566,0,1098,7442
group12094,3347-141B,3347-141B_04460,unitig_2,95.48,199,9,0,3,201,326273,326471,2.00E-87,318,7443
group3839,3213-10,3213-10_01579,unitig_2,94.35,1575,89,0,1,1575,327014,328588,0,2416,7444
group3838,3207-4,3207-4_04939,unitig_2,96.3,1512,56,0,1,1512,328626,330137,0,2483,7445
group3837,3212-9,3212-9_01676,unitig_2,96.14,933,36,0,1,933,330149,331081,0,1524,7446
group3836,3215-12,3215-12_01456,unitig_2,96.05,936,37,0,1,936,331152,332087,0,1524,7447
group3835,3215-12,3215-12_01457,unitig_2,96.27,777,29,0,1,777,332188,332964,0,1275,7448
group3834,3207-4,3207-4_04935,unitig_2,94.39,767,43,0,1,767,332961,333727,0,1179,7449
group3833,3214-11,3214-11_00153,unitig_2,96.05,456,18,0,1,456,333743,334198,0,743,7450
group5777,3248-50,3248-50_03094,unitig_2,99.11,900,5,2,1,897,334415,335314,0,1615,7451
group6135,3241-43,3241-43_05695,unitig_2,98.29,819,14,0,1,819,335327,336145,0,1435,7452
group3832,3211-8,3211-8_03225,unitig_2,88.3,1043,113,6,1,1037,336154,337193,0,1242,7453
group7271,3338-136A,3338-136A_04541,unitig_2,83.52,1050,162,9,1,1043,336154,337199,0,970,7454
group6136,3213-10,3213-10_01596,unitig_2,91.48,223,19,0,1,223,337448,337670,4.00E-84,307,7455
group6137,3215-12,3215-12_01470,unitig_2,95.2,396,19,0,1,396,337722,338117,5.00E-180,627,7456
group17673,3371-152C,3371-152C_01460,unitig_2,91.78,523,42,1,1,522,337833,337311,0,726,7457
group4488,3215-12,3215-12_01471,unitig_2,92.75,69,5,0,832,900,338232,338164,3.00E-21,100,7458
group9034,3290-95,3290-95_02176,unitig_2,95.24,189,9,0,1,189,340029,340217,5.00E-82,300,7459
group17500,3353-145C,3353-145C_02369,unitig_2,82.35,119,15,6,1,115,340215,340099,8.00E-21,99,7460
