,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qends,start,send,evalue,bitscore,gene,strain,contig
2645,group3674|3206-3|3206-3_02905,unitig_3_pRL10|quiver,100.0,1386,0,0,1,1386,30636,32021,0.0,2560.0,group3674,3206-3,3206-3_02905
2644,group3673|3206-3|3206-3_02906,unitig_3_pRL10|quiver,100.0,438,0,0,1,438,32018,32455,0.0,809.0,group3673,3206-3,3206-3_02906
2643,group3672|3206-3|3206-3_02907,unitig_3_pRL10|quiver,100.0,708,0,0,1,708,32452,33159,0.0,1308.0,group3672,3206-3,3206-3_02907
2642,group3671|3206-3|3206-3_02908,unitig_3_pRL10|quiver,100.0,996,0,0,1,996,33156,34151,0.0,1840.0,group3671,3206-3,3206-3_02908
2641,group3670|3206-3|3206-3_02909,unitig_3_pRL10|quiver,100.0,768,0,0,1,768,34189,34956,0.0,1419.0,group3670,3206-3,3206-3_02909
2639,group3669|3206-3|3206-3_02910,unitig_3_pRL10|quiver,100.0,1203,0,0,1,1203,35016,36218,0.0,2222.0,group3669,3206-3,3206-3_02910
2638,group3668|3206-3|3206-3_02911,unitig_3_pRL10|quiver,100.0,906,0,0,1,906,37188,36283,0.0,1674.0,group3668,3206-3,3206-3_02911
2637,group3667|3206-3|3206-3_02912,unitig_3_pRL10|quiver,100.0,780,0,0,1,780,37435,38214,0.0,1441.0,group3667,3206-3,3206-3_02912
2636,group3666|3206-3|3206-3_02913,unitig_3_pRL10|quiver,100.0,708,0,0,1,708,38211,38918,0.0,1308.0,group3666,3206-3,3206-3_02913
2635,group3665|3206-3|3206-3_02914,unitig_3_pRL10|quiver,100.0,759,0,0,1,759,38915,39673,0.0,1402.0,group3665,3206-3,3206-3_02914
2634,group3664|3206-3|3206-3_02915,unitig_3_pRL10|quiver,100.0,765,0,0,1,765,39670,40434,0.0,1413.0,group3664,3206-3,3206-3_02915
2633,group3663|3206-3|3206-3_02916,unitig_3_pRL10|quiver,100.0,837,0,0,1,837,40466,41302,0.0,1546.0,group3663,3206-3,3206-3_02916
2632,group3662|3206-3|3206-3_02917,unitig_3_pRL10|quiver,100.0,675,0,0,1,675,41387,42061,0.0,1247.0,group3662,3206-3,3206-3_02917
2631,group3661|3206-3|3206-3_02918,unitig_3_pRL10|quiver,100.0,1185,0,0,1,1185,42232,43416,0.0,2189.0,group3661,3206-3,3206-3_02918
2630,group3660|3206-3|3206-3_02919,unitig_3_pRL10|quiver,100.0,1014,0,0,1,1014,44444,43431,0.0,1873.0,group3660,3206-3,3206-3_02919
2628,group3659|3206-3|3206-3_02920,unitig_3_pRL10|quiver,100.0,345,0,0,1,345,44820,44476,0.0,638.0,group3659,3206-3,3206-3_02920
2627,group3658|3206-3|3206-3_02921,unitig_3_pRL10|quiver,100.0,1311,0,0,1,1311,46165,44855,0.0,2422.0,group3658,3206-3,3206-3_02921
2626,group3657|3206-3|3206-3_02922,unitig_3_pRL10|quiver,100.0,957,0,0,1,957,47114,46158,0.0,1768.0,group3657,3206-3,3206-3_02922
2625,group3655|3206-3|3206-3_02923,unitig_3_pRL10|quiver,100.0,942,0,0,1,942,48052,47111,0.0,1740.0,group3655,3206-3,3206-3_02923
2624,group3654|3206-3|3206-3_02924,unitig_3_pRL10|quiver,100.0,963,0,0,1,963,49011,48049,0.0,1779.0,group3654,3206-3,3206-3_02924
4660,group8658|3206-3|3206-3_02925,unitig_3_pRL10|quiver,100.0,1515,0,0,1,1515,50522,49008,0.0,2798.0,group8658,3206-3,3206-3_02925
2623,group3653|3206-3|3206-3_02926,unitig_3_pRL10|quiver,100.0,1074,0,0,1,1074,51630,50557,0.0,1984.0,group3653,3206-3,3206-3_02926
2622,group3652|3206-3|3206-3_02927,unitig_3_pRL10|quiver,100.0,786,0,0,1,786,51849,52634,0.0,1452.0,group3652,3206-3,3206-3_02927
2621,group3651|3206-3|3206-3_02928,unitig_3_pRL10|quiver,100.0,909,0,0,1,909,53675,52767,0.0,1679.0,group3651,3206-3,3206-3_02928
2620,group3650|3206-3|3206-3_02929,unitig_3_pRL10|quiver,100.0,690,0,0,1,690,54485,53796,0.0,1275.0,group3650,3206-3,3206-3_02929
2618,group3649|3206-3|3206-3_02930,unitig_3_pRL10|quiver,100.0,726,0,0,1,726,55223,54498,0.0,1341.0,group3649,3206-3,3206-3_02930
2617,group3648|3206-3|3206-3_02931,unitig_3_pRL10|quiver,100.0,774,0,0,1,774,56009,55236,0.0,1430.0,group3648,3206-3,3206-3_02931
4024,group5415|3206-3|3206-3_03106,unitig_3_pRL10|quiver,73.355,304,67,13,1294,1590,56542,56246,6.24e-21,100.0,group5415,3206-3,3206-3_03106
2614,group3646|3206-3|3206-3_02933,unitig_3_pRL10|quiver,100.0,465,0,0,1,465,57000,57464,0.0,859.0,group3646,3206-3,3206-3_02933
4287,group5819|3206-3|3206-3_02934,unitig_3_pRL10|quiver,100.0,1386,0,0,1,1386,57552,58937,0.0,2560.0,group5819,3206-3,3206-3_02934
4288,group5820|3206-3|3206-3_02935,unitig_3_pRL10|quiver,100.0,645,0,0,1,645,58934,59578,0.0,1192.0,group5820,3206-3,3206-3_02935
4289,group5825|3206-3|3206-3_02936,unitig_3_pRL10|quiver,100.0,198,0,0,1,198,59909,60106,5.63e-102,366.0,group5825,3206-3,3206-3_02936
4290,group5826|3206-3|3206-3_02937,unitig_3_pRL10|quiver,100.0,1476,0,0,1,1476,60096,61571,0.0,2726.0,group5826,3206-3,3206-3_02937
3727,group5007|3206-3|3206-3_02938,unitig_3_pRL10|quiver,100.0,1962,0,0,1,1962,63681,61720,0.0,3624.0,group5007,3206-3,3206-3_02938
3726,group5006|3206-3|3206-3_02939,unitig_3_pRL10|quiver,100.0,1137,0,0,1,1137,65318,64182,0.0,2100.0,group5006,3206-3,3206-3_02939
3725,group5005|3206-3|3206-3_02940,unitig_3_pRL10|quiver,100.0,1374,0,0,1,1374,66688,65315,0.0,2538.0,group5005,3206-3,3206-3_02940
3724,group5004|3206-3|3206-3_02941,unitig_3_pRL10|quiver,100.0,750,0,0,1,750,67475,66726,0.0,1386.0,group5004,3206-3,3206-3_02941
3723,group5003|3206-3|3206-3_02942,unitig_3_pRL10|quiver,100.0,909,0,0,1,909,68359,67451,0.0,1679.0,group5003,3206-3,3206-3_02942
3722,group5002|3206-3|3206-3_02943,unitig_3_pRL10|quiver,100.0,1026,0,0,1,1026,69419,68394,0.0,1895.0,group5002,3206-3,3206-3_02943
3721,group5001|3206-3|3206-3_02944,unitig_3_pRL10|quiver,100.0,339,0,0,1,339,70072,69734,4.19e-180,627.0,group5001,3206-3,3206-3_02944
3720,group5000|3206-3|3206-3_02945,unitig_3_pRL10|quiver,100.0,1098,0,0,1,1098,71265,70168,0.0,2028.0,group5000,3206-3,3206-3_02945
3719,group4999|3206-3|3206-3_02946,unitig_3_pRL10|quiver,100.0,1041,0,0,1,1041,72357,71317,0.0,1923.0,group4999,3206-3,3206-3_02946
3718,group4998|3206-3|3206-3_02947,unitig_3_pRL10|quiver,100.0,1497,0,0,1,1497,73872,72376,0.0,2765.0,group4998,3206-3,3206-3_02947
3717,group4997|3206-3|3206-3_02948,unitig_3_pRL10|quiver,100.0,894,0,0,1,894,74873,73980,0.0,1652.0,group4997,3206-3,3206-3_02948
3716,group4996|3206-3|3206-3_02949,unitig_3_pRL10|quiver,100.0,558,0,0,1,558,75420,74863,0.0,1031.0,group4996,3206-3,3206-3_02949
3715,group4995|3206-3|3206-3_02950,unitig_3_pRL10|quiver,100.0,765,0,0,1,765,76198,75434,0.0,1413.0,group4995,3206-3,3206-3_02950
3714,group4994|3206-3|3206-3_02951,unitig_3_pRL10|quiver,100.0,942,0,0,1,942,76334,77275,0.0,1740.0,group4994,3206-3,3206-3_02951
3713,group4993|3206-3|3206-3_02952,unitig_3_pRL10|quiver,100.0,1032,0,0,1,1032,77286,78317,0.0,1906.0,group4993,3206-3,3206-3_02952
3712,group4992|3206-3|3206-3_02953,unitig_3_pRL10|quiver,100.0,1077,0,0,1,1077,79474,78398,0.0,1989.0,group4992,3206-3,3206-3_02953
3711,group4991|3206-3|3206-3_02954,unitig_3_pRL10|quiver,100.0,927,0,0,1,927,79701,80627,0.0,1712.0,group4991,3206-3,3206-3_02954
4322,group6025|3206-3|3206-3_02955,unitig_3_pRL10|quiver,100.0,2127,0,0,1,2127,82818,80692,0.0,3928.0,group6025,3206-3,3206-3_02955
3361,group4539|3206-3|3206-3_02956,unitig_3_pRL10|quiver,100.0,525,0,0,1,525,83339,82815,0.0,970.0,group4539,3206-3,3206-3_02956
3362,group4540|3206-3|3206-3_02957,unitig_3_pRL10|quiver,100.0,912,0,0,1,912,83564,84475,0.0,1685.0,group4540,3206-3,3206-3_02957
3363,group4541|3206-3|3206-3_02958,unitig_3_pRL10|quiver,100.0,2001,0,0,1,2001,86479,84479,0.0,3696.0,group4541,3206-3,3206-3_02958
3364,group4542|3206-3|3206-3_02959,unitig_3_pRL10|quiver,100.0,1632,0,0,1,1632,88162,86531,0.0,3014.0,group4542,3206-3,3206-3_02959
3365,group4543|3206-3|3206-3_02960,unitig_3_pRL10|quiver,100.0,828,0,0,1,828,88982,88155,0.0,1530.0,group4543,3206-3,3206-3_02960
3366,group4544|3206-3|3206-3_02961,unitig_3_pRL10|quiver,100.0,1005,0,0,1,1005,89983,88979,0.0,1857.0,group4544,3206-3,3206-3_02961
3367,group4545|3206-3|3206-3_02962,unitig_3_pRL10|quiver,100.0,1590,0,0,1,1590,91670,90081,0.0,2937.0,group4545,3206-3,3206-3_02962
3368,group4546|3206-3|3206-3_02963,unitig_3_pRL10|quiver,100.0,783,0,0,1,783,92571,91789,0.0,1447.0,group4546,3206-3,3206-3_02963
3369,group4547|3206-3|3206-3_02964,unitig_3_pRL10|quiver,100.0,2055,0,0,1,2055,94632,92578,0.0,3795.0,group4547,3206-3,3206-3_02964
3370,group4548|3206-3|3206-3_02965,unitig_3_pRL10|quiver,100.0,1161,0,0,1,1161,95797,94637,0.0,2145.0,group4548,3206-3,3206-3_02965
3371,group4549|3206-3|3206-3_02966,unitig_3_pRL10|quiver,100.0,1491,0,0,1,1491,97298,95808,0.0,2754.0,group4549,3206-3,3206-3_02966
3372,group4550|3206-3|3206-3_02967,unitig_3_pRL10|quiver,100.0,903,0,0,1,903,98208,97306,0.0,1668.0,group4550,3206-3,3206-3_02967
3373,group4551|3206-3|3206-3_02968,unitig_3_pRL10|quiver,100.0,993,0,0,1,993,98315,99307,0.0,1834.0,group4551,3206-3,3206-3_02968
3374,group4552|3206-3|3206-3_02969,unitig_3_pRL10|quiver,100.0,888,0,0,1,888,100169,99282,0.0,1640.0,group4552,3206-3,3206-3_02969
3375,group4553|3206-3|3206-3_02970,unitig_3_pRL10|quiver,100.0,996,0,0,1,996,100181,101176,0.0,1840.0,group4553,3206-3,3206-3_02970
3376,group4554|3206-3|3206-3_02971,unitig_3_pRL10|quiver,100.0,1191,0,0,1,1191,101772,102962,0.0,2200.0,group4554,3206-3,3206-3_02971
3377,group4555|3206-3|3206-3_02972,unitig_3_pRL10|quiver,100.0,804,0,0,1,804,103838,103035,0.0,1485.0,group4555,3206-3,3206-3_02972
3378,group4556|3206-3|3206-3_02973,unitig_3_pRL10|quiver,100.0,2232,0,0,1,2232,104076,106307,0.0,4122.0,group4556,3206-3,3206-3_02973
4360,group6266|3206-3|3206-3_02975,unitig_3_pRL10|quiver,100.0,1056,0,0,1,1056,108101,107046,0.0,1951.0,group6266,3206-3,3206-3_02975
4200,group5683|3206-3|3206-3_02976,unitig_3_pRL10|quiver,100.0,1164,0,0,1,1164,108198,109361,0.0,2150.0,group5683,3206-3,3206-3_02976
4199,group5682|3206-3|3206-3_02977,unitig_3_pRL10|quiver,100.0,540,0,0,1,540,109877,109338,0.0,998.0,group5682,3206-3,3206-3_02977
4198,group5681|3206-3|3206-3_02978,unitig_3_pRL10|quiver,100.0,1356,0,0,1,1356,111229,109874,0.0,2505.0,group5681,3206-3,3206-3_02978
4197,group5680|3206-3|3206-3_02979,unitig_3_pRL10|quiver,100.0,939,0,0,1,939,112281,111343,0.0,1735.0,group5680,3206-3,3206-3_02979
4196,group5679|3206-3|3206-3_02980,unitig_3_pRL10|quiver,100.0,705,0,0,1,705,113015,112311,0.0,1303.0,group5679,3206-3,3206-3_02980
3947,group5292|3206-3|3206-3_02981,unitig_3_pRL10|quiver,100.0,828,0,0,1,828,113246,114073,0.0,1530.0,group5292,3206-3,3206-3_02981
3946,group5291|3206-3|3206-3_02982,unitig_3_pRL10|quiver,100.0,642,0,0,1,642,114172,114813,0.0,1186.0,group5291,3206-3,3206-3_02982
3945,group5290|3206-3|3206-3_02983,unitig_3_pRL10|quiver,100.0,669,0,0,1,669,114810,115478,0.0,1236.0,group5290,3206-3,3206-3_02983
3943,group5289|3206-3|3206-3_02984,unitig_3_pRL10|quiver,100.0,792,0,0,1,792,115475,116266,0.0,1463.0,group5289,3206-3,3206-3_02984
3942,group5288|3206-3|3206-3_02985,unitig_3_pRL10|quiver,100.0,384,0,0,1,384,116701,116318,0.0,710.0,group5288,3206-3,3206-3_02985
3941,group5287|3206-3|3206-3_02986,unitig_3_pRL10|quiver,100.0,669,0,0,1,669,117332,116664,0.0,1236.0,group5287,3206-3,3206-3_02986
3940,group5286|3206-3|3206-3_02987,unitig_3_pRL10|quiver,100.0,1551,0,0,1,1551,118882,117332,0.0,2865.0,group5286,3206-3,3206-3_02987
3938,group5284|3206-3|3206-3_02988,unitig_3_pRL10|quiver,100.0,702,0,0,1,702,119580,118879,0.0,1297.0,group5284,3206-3,3206-3_02988
3937,group5283|3206-3|3206-3_02989,unitig_3_pRL10|quiver,100.0,1017,0,0,1,1017,120608,119592,0.0,1879.0,group5283,3206-3,3206-3_02989
3936,group5282|3206-3|3206-3_02990,unitig_3_pRL10|quiver,100.0,927,0,0,1,927,121547,120621,0.0,1712.0,group5282,3206-3,3206-3_02990
3935,group5281|3206-3|3206-3_02991,unitig_3_pRL10|quiver,100.0,1128,0,0,1,1128,122674,121547,0.0,2084.0,group5281,3206-3,3206-3_02991
3934,group5280|3206-3|3206-3_02992,unitig_3_pRL10|quiver,100.0,1128,0,0,1,1128,123822,122695,0.0,2084.0,group5280,3206-3,3206-3_02992
3933,group5279|3206-3|3206-3_02993,unitig_3_pRL10|quiver,100.0,651,0,0,1,651,124187,124837,0.0,1203.0,group5279,3206-3,3206-3_02993
3246,group4445|3206-3|3206-3_02994,unitig_3_pRL10|quiver,100.0,798,0,0,1,798,125718,124921,0.0,1474.0,group4445,3206-3,3206-3_02994
3245,group4444|3206-3|3206-3_02995,unitig_3_pRL10|quiver,100.0,894,0,0,1,894,126623,125730,0.0,1652.0,group4444,3206-3,3206-3_02995
3244,group4443|3206-3|3206-3_02996,unitig_3_pRL10|quiver,100.0,1314,0,0,1,1314,127992,126679,0.0,2427.0,group4443,3206-3,3206-3_02996
3243,group4442|3206-3|3206-3_02997,unitig_3_pRL10|quiver,100.0,1005,0,0,1,1005,129467,128463,0.0,1857.0,group4442,3206-3,3206-3_02997
3242,group4441|3206-3|3206-3_02998,unitig_3_pRL10|quiver,100.0,645,0,0,1,645,130111,129467,0.0,1192.0,group4441,3206-3,3206-3_02998
3241,group4440|3206-3|3206-3_02999,unitig_3_pRL10|quiver,100.0,318,0,0,1,318,130424,130741,1.85e-168,588.0,group4440,3206-3,3206-3_02999
3240,group4439|3206-3|3206-3_03000,unitig_3_pRL10|quiver,100.0,912,0,0,1,912,131751,130840,0.0,1685.0,group4439,3206-3,3206-3_03000
3239,group4438|3206-3|3206-3_03001,unitig_3_pRL10|quiver,100.0,1101,0,0,1,1101,132848,131748,0.0,2034.0,group4438,3206-3,3206-3_03001
3238,group4437|3206-3|3206-3_03002,unitig_3_pRL10|quiver,100.0,1524,0,0,1,1524,134368,132845,0.0,2815.0,group4437,3206-3,3206-3_03002
3237,group4436|3206-3|3206-3_03003,unitig_3_pRL10|quiver,100.0,1098,0,0,1,1098,135469,134372,0.0,2028.0,group4436,3206-3,3206-3_03003
3236,group4435|3206-3|3206-3_03004,unitig_3_pRL10|quiver,100.0,1380,0,0,1,1380,136875,135496,0.0,2549.0,group4435,3206-3,3206-3_03004
3235,group4434|3206-3|3206-3_03005,unitig_3_pRL10|quiver,100.0,660,0,0,1,660,137536,136877,0.0,1219.0,group4434,3206-3,3206-3_03005
3234,group4433|3206-3|3206-3_03006,unitig_3_pRL10|quiver,100.0,846,0,0,1,846,138378,137533,0.0,1563.0,group4433,3206-3,3206-3_03006
3233,group4432|3206-3|3206-3_03007,unitig_3_pRL10|quiver,100.0,651,0,0,1,651,139025,138375,0.0,1203.0,group4432,3206-3,3206-3_03007
3232,group4431|3206-3|3206-3_03008,unitig_3_pRL10|quiver,100.0,399,0,0,1,399,139566,139168,0.0,737.0,group4431,3206-3,3206-3_03008
3231,group4430|3206-3|3206-3_03009,unitig_3_pRL10|quiver,100.0,885,0,0,1,885,140500,139616,0.0,1635.0,group4430,3206-3,3206-3_03009
3230,group4429|3206-3|3206-3_03010,unitig_3_pRL10|quiver,100.0,633,0,0,1,633,140615,141247,0.0,1170.0,group4429,3206-3,3206-3_03010
3229,group4428|3206-3|3206-3_03011,unitig_3_pRL10|quiver,100.0,882,0,0,1,882,141354,142235,0.0,1629.0,group4428,3206-3,3206-3_03011
3228,group4427|3206-3|3206-3_03012,unitig_3_pRL10|quiver,100.0,810,0,0,1,810,142701,143510,0.0,1496.0,group4427,3206-3,3206-3_03012
3227,group4426|3206-3|3206-3_03013,unitig_3_pRL10|quiver,100.0,879,0,0,1,879,143524,144402,0.0,1624.0,group4426,3206-3,3206-3_03013
3226,group4425|3206-3|3206-3_03014,unitig_3_pRL10|quiver,100.0,1971,0,0,1,1971,144402,146372,0.0,3640.0,group4425,3206-3,3206-3_03014
3225,group4424|3206-3|3206-3_03015,unitig_3_pRL10|quiver,100.0,2079,0,0,1,2079,148659,146581,0.0,3840.0,group4424,3206-3,3206-3_03015
3224,group4423|3206-3|3206-3_03016,unitig_3_pRL10|quiver,100.0,882,0,0,1,882,149897,149016,0.0,1629.0,group4423,3206-3,3206-3_03016
4321,group6024|3206-3|3206-3_03017,unitig_3_pRL10|quiver,100.0,240,0,0,1,240,150745,150984,3.11e-125,444.0,group6024,3206-3,3206-3_03017
2864,group3958|3206-3|3206-3_03034,unitig_3_pRL10|quiver,100.0,1398,0,0,1,1398,166313,164916,0.0,2582.0,group3958,3206-3,3206-3_03034
2865,group3959|3206-3|3206-3_03035,unitig_3_pRL10|quiver,100.0,1230,0,0,1,1230,167548,166319,0.0,2272.0,group3959,3206-3,3206-3_03035
2866,group3960|3206-3|3206-3_03036,unitig_3_pRL10|quiver,100.0,1014,0,0,1,1014,168565,167552,0.0,1873.0,group3960,3206-3,3206-3_03036
2867,group3961|3206-3|3206-3_03037,unitig_3_pRL10|quiver,100.0,1233,0,0,1,1233,169799,168567,0.0,2278.0,group3961,3206-3,3206-3_03037
2868,group3962|3206-3|3206-3_03038,unitig_3_pRL10|quiver,100.0,1128,0,0,1,1128,170992,169865,0.0,2084.0,group3962,3206-3,3206-3_03038
2869,group3963|3206-3|3206-3_03039,unitig_3_pRL10|quiver,100.0,1188,0,0,1,1188,172196,171009,0.0,2194.0,group3963,3206-3,3206-3_03039
2870,group3964|3206-3|3206-3_03040,unitig_3_pRL10|quiver,100.0,768,0,0,1,768,172987,172220,0.0,1419.0,group3964,3206-3,3206-3_03040
2871,group3965|3206-3|3206-3_03041,unitig_3_pRL10|quiver,100.0,1035,0,0,1,1035,173121,174155,0.0,1912.0,group3965,3206-3,3206-3_03041
2872,group3967|3206-3|3206-3_03044,unitig_3_pRL10|quiver,100.0,1146,0,0,1,1146,174966,176111,0.0,2117.0,group3967,3206-3,3206-3_03044
2873,group3968|3206-3|3206-3_03045,unitig_3_pRL10|quiver,100.0,1611,0,0,1,1611,176108,177718,0.0,2976.0,group3968,3206-3,3206-3_03045
2874,group3969|3206-3|3206-3_03046,unitig_3_pRL10|quiver,100.0,1866,0,0,1,1866,177726,179591,0.0,3446.0,group3969,3206-3,3206-3_03046
2875,group3970|3206-3|3206-3_03047,unitig_3_pRL10|quiver,100.0,453,0,0,1,453,179591,180043,0.0,837.0,group3970,3206-3,3206-3_03047
2876,group3971|3206-3|3206-3_03048,unitig_3_pRL10|quiver,100.0,837,0,0,1,837,180040,180876,0.0,1546.0,group3971,3206-3,3206-3_03048
2877,group3972|3206-3|3206-3_03049,unitig_3_pRL10|quiver,100.0,1344,0,0,1,1344,182237,180894,0.0,2483.0,group3972,3206-3,3206-3_03049
4365,group6315|3206-3|3206-3_03050,unitig_3_pRL10|quiver,100.0,1290,0,0,1,1290,183737,182448,0.0,2383.0,group6315,3206-3,3206-3_03050
4364,group6314|3206-3|3206-3_03051,unitig_3_pRL10|quiver,100.0,687,0,0,1,687,184426,183740,0.0,1269.0,group6314,3206-3,3206-3_03051
4363,group6313|3206-3|3206-3_03052,unitig_3_pRL10|quiver,100.0,1074,0,0,1,1074,184661,185734,0.0,1984.0,group6313,3206-3,3206-3_03052
2489,group3500|3206-3|3206-3_03057,unitig_3_pRL10|quiver,100.0,744,0,0,1,744,191495,190752,0.0,1375.0,group3500,3206-3,3206-3_03057
2490,group3501|3206-3|3206-3_03058,unitig_3_pRL10|quiver,100.0,1293,0,0,1,1293,193079,191787,0.0,2388.0,group3501,3206-3,3206-3_03058
2491,group3502|3206-3|3206-3_03059,unitig_3_pRL10|quiver,100.0,987,0,0,1,987,193362,194348,0.0,1823.0,group3502,3206-3,3206-3_03059
2492,group3503|3206-3|3206-3_03060,unitig_3_pRL10|quiver,100.0,705,0,0,1,705,195082,194378,0.0,1303.0,group3503,3206-3,3206-3_03060
2493,group3504|3206-3|3206-3_03061,unitig_3_pRL10|quiver,100.0,912,0,0,1,912,195233,196144,0.0,1685.0,group3504,3206-3,3206-3_03061
2494,group3505|3206-3|3206-3_03062,unitig_3_pRL10|quiver,100.0,1101,0,0,1,1101,197295,196195,0.0,2034.0,group3505,3206-3,3206-3_03062
2495,group3506|3206-3|3206-3_03063,unitig_3_pRL10|quiver,100.0,1944,0,0,1,1944,199247,197304,0.0,3591.0,group3506,3206-3,3206-3_03063
2496,group3507|3206-3|3206-3_03064,unitig_3_pRL10|quiver,100.0,870,0,0,1,870,200144,199275,0.0,1607.0,group3507,3206-3,3206-3_03064
2497,group3508|3206-3|3206-3_03065,unitig_3_pRL10|quiver,100.0,924,0,0,1,924,201067,200144,0.0,1707.0,group3508,3206-3,3206-3_03065
2498,group3509|3206-3|3206-3_03066,unitig_3_pRL10|quiver,100.0,1248,0,0,1,1248,202397,201150,0.0,2305.0,group3509,3206-3,3206-3_03066
2500,group3510|3206-3|3206-3_03067,unitig_3_pRL10|quiver,100.0,1017,0,0,1,1017,202577,203593,0.0,1879.0,group3510,3206-3,3206-3_03067
2501,group3511|3206-3|3206-3_03068,unitig_3_pRL10|quiver,100.0,1059,0,0,1,1059,204699,203641,0.0,1956.0,group3511,3206-3,3206-3_03068
2502,group3512|3206-3|3206-3_03069,unitig_3_pRL10|quiver,100.0,2322,0,0,1,2322,204840,207161,0.0,4289.0,group3512,3206-3,3206-3_03069
2503,group3513|3206-3|3206-3_03070,unitig_3_pRL10|quiver,100.0,1284,0,0,1,1284,207199,208482,0.0,2372.0,group3513,3206-3,3206-3_03070
2504,group3514|3206-3|3206-3_03071,unitig_3_pRL10|quiver,100.0,879,0,0,1,879,208651,209529,0.0,1624.0,group3514,3206-3,3206-3_03071
2505,group3515|3206-3|3206-3_03072,unitig_3_pRL10|quiver,100.0,828,0,0,1,828,209526,210353,0.0,1530.0,group3515,3206-3,3206-3_03072
2506,group3516|3206-3|3206-3_03073,unitig_3_pRL10|quiver,100.0,978,0,0,1,978,210358,211335,0.0,1807.0,group3516,3206-3,3206-3_03073
2507,group3517|3206-3|3206-3_03076,unitig_3_pRL10|quiver,100.0,822,0,0,1,822,212251,213072,0.0,1519.0,group3517,3206-3,3206-3_03076
2508,group3518|3206-3|3206-3_03077,unitig_3_pRL10|quiver,100.0,357,0,0,1,357,213088,213444,0.0,660.0,group3518,3206-3,3206-3_03077
2509,group3519|3206-3|3206-3_03078,unitig_3_pRL10|quiver,100.0,1455,0,0,1,1455,214956,213502,0.0,2687.0,group3519,3206-3,3206-3_03078
2511,group3520|3206-3|3206-3_03079,unitig_3_pRL10|quiver,100.0,1080,0,0,1,1080,216046,214967,0.0,1995.0,group3520,3206-3,3206-3_03079
2512,group3521|3206-3|3206-3_03080,unitig_3_pRL10|quiver,100.0,801,0,0,1,801,216843,216043,0.0,1480.0,group3521,3206-3,3206-3_03080
2513,group3522|3206-3|3206-3_03081,unitig_3_pRL10|quiver,100.0,873,0,0,1,873,217717,216845,0.0,1613.0,group3522,3206-3,3206-3_03081
2514,group3523|3206-3|3206-3_03082,unitig_3_pRL10|quiver,100.0,1011,0,0,1,1011,218840,217830,0.0,1868.0,group3523,3206-3,3206-3_03082
2515,group3524|3206-3|3206-3_03083,unitig_3_pRL10|quiver,100.0,324,0,0,1,324,219212,218889,8.7e-172,599.0,group3524,3206-3,3206-3_03083
2516,group3525|3206-3|3206-3_03084,unitig_3_pRL10|quiver,100.0,1464,0,0,1,1464,220681,219218,0.0,2704.0,group3525,3206-3,3206-3_03084
2517,group3526|3206-3|3206-3_03085,unitig_3_pRL10|quiver,100.0,1041,0,0,1,1041,221726,220686,0.0,1923.0,group3526,3206-3,3206-3_03085
2518,group3527|3206-3|3206-3_03086,unitig_3_pRL10|quiver,100.0,936,0,0,1,936,222658,221723,0.0,1729.0,group3527,3206-3,3206-3_03086
2519,group3528|3206-3|3206-3_03087,unitig_3_pRL10|quiver,100.0,846,0,0,1,846,223500,222655,0.0,1563.0,group3528,3206-3,3206-3_03087
2520,group3529|3206-3|3206-3_03088,unitig_3_pRL10|quiver,100.0,603,0,0,1,603,224117,223515,0.0,1114.0,group3529,3206-3,3206-3_03088
2522,group3530|3206-3|3206-3_03089,unitig_3_pRL10|quiver,100.0,693,0,0,1,693,225224,224532,0.0,1280.0,group3530,3206-3,3206-3_03089
2523,group3531|3206-3|3206-3_03090,unitig_3_pRL10|quiver,100.0,1362,0,0,1,1362,226787,225426,0.0,2516.0,group3531,3206-3,3206-3_03090
2524,group3532|3206-3|3206-3_03091,unitig_3_pRL10|quiver,100.0,1014,0,0,1,1014,227004,228017,0.0,1873.0,group3532,3206-3,3206-3_03091
2525,group3533|3206-3|3206-3_03092,unitig_3_pRL10|quiver,100.0,789,0,0,1,789,228074,228862,0.0,1458.0,group3533,3206-3,3206-3_03092
2526,group3534|3206-3|3206-3_03093,unitig_3_pRL10|quiver,100.0,855,0,0,1,855,228859,229713,0.0,1580.0,group3534,3206-3,3206-3_03093
2527,group3535|3206-3|3206-3_03094,unitig_3_pRL10|quiver,100.0,699,0,0,1,699,230436,229738,0.0,1291.0,group3535,3206-3,3206-3_03094
2528,group3536|3206-3|3206-3_03095,unitig_3_pRL10|quiver,100.0,309,0,0,1,309,230817,230509,1.8e-163,571.0,group3536,3206-3,3206-3_03095
2529,group3537|3206-3|3206-3_03096,unitig_3_pRL10|quiver,100.0,582,0,0,1,582,231410,230829,0.0,1075.0,group3537,3206-3,3206-3_03096
2530,group3538|3206-3|3206-3_03097,unitig_3_pRL10|quiver,100.0,150,0,0,1,150,231630,231481,1.98e-75,278.0,group3538,3206-3,3206-3_03097
2531,group3539|3206-3|3206-3_03098,unitig_3_pRL10|quiver,100.0,177,0,0,1,177,231820,231644,2.34e-90,327.0,group3539,3206-3,3206-3_03098
2533,group3540|3206-3|3206-3_03099,unitig_3_pRL10|quiver,100.0,198,0,0,1,198,232049,231852,5.63e-102,366.0,group3540,3206-3,3206-3_03099
